"Token","Count","Number of Dialogue Acts","Total Acts"
"prays",1,1,174291
"straighter",1,1,174291
"interference",1,1,174291
"valdez",1,1,174291
"beck",1,1,174291
"swum",1,1,174291
"shiite's",1,1,174291
"steals",1,1,174291
"dissimilated",1,1,174291
"chem",1,1,174291
"solicited",1,1,174291
"steams",1,1,174291
"sheeting",1,1,174291
"crockett",1,1,174291
"biographer",1,1,174291
"reservoirs",1,1,174291
"meek",1,1,174291
"manslaughter",1,1,174291
"chic",1,1,174291
"babysat",1,1,174291
"beet",1,1,174291
"lavishly",1,1,174291
"fayetteville",1,1,174291
"trashmore",1,1,174291
"delighted",1,1,174291
"netted",1,1,174291
"hoc",1,1,174291
"dealy",1,1,174291
"advantaged",1,1,174291
"hon",1,1,174291
"cited",1,1,174291
"restores",1,1,174291
"hos",1,1,174291
"libido",1,1,174291
"cites",1,1,174291
"enou",1,1,174291
"befo",1,1,174291
"migraine",1,1,174291
"chin",1,1,174291
"endeavors",1,1,174291
"chil",1,1,174291
"day's",1,1,174291
"scarves",1,1,174291
"robocop",1,1,174291
"deans",1,1,174291
"transgressions",1,1,174291
"orleans'",1,1,174291
"cutworms",1,1,174291
"lutheran",1,1,174291
"billboards",1,1,174291
"rakings",1,1,174291
"malaysia",1,1,174291
"cursory",1,1,174291
"swallowed",1,1,174291
"woozy",1,1,174291
"shoelace",1,1,174291
"conceited",1,1,174291
"baltics",1,1,174291
"dakotas",1,1,174291
"cappella",1,1,174291
"lewisburg",1,1,174291
"burgled",1,1,174291
"atchafalaya's",1,1,174291
"tarrant",1,1,174291
"mirage",1,1,174291
"khaki",1,1,174291
"itching",1,1,174291
"refrigerate",1,1,174291
"electrocute",1,1,174291
"predominance",1,1,174291
"chou",1,1,174291
"reenforced",1,1,174291
"moslem",1,1,174291
"soggy",1,1,174291
"comprehended",1,1,174291
"facings",1,1,174291
"anatomy",1,1,174291
"albrecht",1,1,174291
"curtailed",1,1,174291
"blair",1,1,174291
"degenerates",1,1,174291
"enya",1,1,174291
"benz",1,1,174291
"hallucinogen",1,1,174291
"nigeria",1,1,174291
"abstracts",1,1,174291
"hendrick",1,1,174291
"electrocuted",1,1,174291
"anonymously",1,1,174291
"shoveling",1,1,174291
"fettucini",1,1,174291
"endorphin",1,1,174291
"copyrighted",1,1,174291
"diverge",1,1,174291
"emblem",1,1,174291
"discounted",1,1,174291
"peretti's",1,1,174291
"coded",1,1,174291
"peasants",1,1,174291
"asbestos",1,1,174291
"blinking",1,1,174291
"disabused",1,1,174291
"chattanooga",1,1,174291
"mesh",1,1,174291
"shocker",1,1,174291
"pretended",1,1,174291
"abou",1,1,174291
"rotary",1,1,174291
"merv",1,1,174291
"epidemics",1,1,174291
"conventional",1,1,174291
"mere",1,1,174291
"remarrying",1,1,174291
"originality",1,1,174291
"entryway",1,1,174291
"particulate",1,1,174291
"outpatient",1,1,174291
"vices",1,1,174291
"reflect",1,1,174291
"nickie",1,1,174291
"hawaiian",1,1,174291
"adventurer",1,1,174291
"pieced",1,1,174291
"tartness",1,1,174291
"betw",1,1,174291
"unbelieving",1,1,174291
"bets",1,1,174291
"gues",1,1,174291
"techy",1,1,174291
"trini",1,1,174291
"resonates",1,1,174291
"reacting",1,1,174291
"deliberation",1,1,174291
"monotony",1,1,174291
"abus",1,1,174291
"racquet",1,1,174291
"retaliate",1,1,174291
"particulars",1,1,174291
"spiro",1,1,174291
"perpetrator",1,1,174291
"triggering",1,1,174291
"fakes",1,1,174291
"webber's",1,1,174291
"chocked",1,1,174291
"dings",1,1,174291
"visitation",1,1,174291
"shrub",1,1,174291
"niggardly",1,1,174291
"spiky",1,1,174291
"stints",1,1,174291
"climactic",1,1,174291
"turndown",1,1,174291
"romanian",1,1,174291
"icy",1,1,174291
"wools",1,1,174291
"weenies",1,1,174291
"telecredit",1,1,174291
"spill",1,1,174291
"pendulum's",1,1,174291
"tricep",1,1,174291
"ide",1,1,174291
"idi",1,1,174291
"lamumba",1,1,174291
"bursts",1,1,174291
"mexi",1,1,174291
"disadvantageous",1,1,174291
"deanna",1,1,174291
"carrie",1,1,174291
"burritos",1,1,174291
"frie",1,1,174291
"byline",1,1,174291
"blinds",1,1,174291
"forklift",1,1,174291
"meningitis",1,1,174291
"akeem",1,1,174291
"deficiency",1,1,174291
"ifs",1,1,174291
"portrays",1,1,174291
"quirks",1,1,174291
"erupted",1,1,174291
"rung",1,1,174291
"santa's",1,1,174291
"kingsport",1,1,174291
"squeejies",1,1,174291
"tenement",1,1,174291
"premeditatively",1,1,174291
"slavery",1,1,174291
"rums",1,1,174291
"besieged",1,1,174291
"unpreparedness",1,1,174291
"solomon",1,1,174291
"filing",1,1,174291
"apprentices",1,1,174291
"valve",1,1,174291
"policed",1,1,174291
"cushions",1,1,174291
"alexandria",1,1,174291
"vapors",1,1,174291
"mennonites",1,1,174291
"discontinue",1,1,174291
"inking",1,1,174291
"polices",1,1,174291
"burlington's",1,1,174291
"methanol",1,1,174291
"ragsdale",1,1,174291
"lumbar",1,1,174291
"hagerty",1,1,174291
"abstract",1,1,174291
"procrastinating",1,1,174291
"segregation",1,1,174291
"smelly",1,1,174291
"insights",1,1,174291
"michiganian",1,1,174291
"rhyme",1,1,174291
"poke",1,1,174291
"rejection",1,1,174291
"manufacture",1,1,174291
"phillip",1,1,174291
"spinning",1,1,174291
"estate's",1,1,174291
"predicament",1,1,174291
"rampages",1,1,174291
"ruth",1,1,174291
"imi",1,1,174291
"adornment",1,1,174291
"kiddy",1,1,174291
"differential",1,1,174291
"ticketed",1,1,174291
"discriminate",1,1,174291
"camouflage",1,1,174291
"crookedest",1,1,174291
"haunting",1,1,174291
"verified",1,1,174291
"stomping",1,1,174291
"polo",1,1,174291
"carrot",1,1,174291
"resod",1,1,174291
"pronto",1,1,174291
"johann",1,1,174291
"deters",1,1,174291
"circuitry",1,1,174291
"poof",1,1,174291
"acco",1,1,174291
"adapted",1,1,174291
"jennie",1,1,174291
"pearls",1,1,174291
"dementia",1,1,174291
"shocks",1,1,174291
"pony",1,1,174291
"licked",1,1,174291
"environmentalism",1,1,174291
"nile",1,1,174291
"unkind",1,1,174291
"environmentalist",1,1,174291
"cima",1,1,174291
"frus",1,1,174291
"irr",1,1,174291
"multiracial",1,1,174291
"embarrassment",1,1,174291
"squeakers",1,1,174291
"grating",1,1,174291
"dutchen",1,1,174291
"aces",1,1,174291
"nonstructured",1,1,174291
"persuasive",1,1,174291
"unborn",1,1,174291
"pusher",1,1,174291
"fledged",1,1,174291
"inputs",1,1,174291
"cartels",1,1,174291
"insecure",1,1,174291
"breakers",1,1,174291
"yoakum",1,1,174291
"constructive",1,1,174291
"retreat",1,1,174291
"ache",1,1,174291
"semen",1,1,174291
"buyers",1,1,174291
"fleets",1,1,174291
"paste",1,1,174291
"burgeoning",1,1,174291
"flopped",1,1,174291
"salutatorian",1,1,174291
"emittant",1,1,174291
"unlined",1,1,174291
"sidekick",1,1,174291
"honorary",1,1,174291
"madly",1,1,174291
"degenerative",1,1,174291
"payout",1,1,174291
"motherhood",1,1,174291
"decelerating",1,1,174291
"slack",1,1,174291
"stills",1,1,174291
"luster",1,1,174291
"patronizing",1,1,174291
"iroquois",1,1,174291
"kranz",1,1,174291
"slowdown",1,1,174291
"bubble",1,1,174291
"sweatless",1,1,174291
"bucketfulls",1,1,174291
"syndromes",1,1,174291
"nite",1,1,174291
"drained",1,1,174291
"mothering",1,1,174291
"nist",1,1,174291
"monochrome",1,1,174291
"fillet",1,1,174291
"ohio's",1,1,174291
"knowingly",1,1,174291
"orchestration",1,1,174291
"hundredths",1,1,174291
"correspond",1,1,174291
"unlandscaped",1,1,174291
"massad",1,1,174291
"redwings",1,1,174291
"adaptable",1,1,174291
"stephenville's",1,1,174291
"slandered",1,1,174291
"thoroughbreds",1,1,174291
"organisms",1,1,174291
"credence",1,1,174291
"rearranging",1,1,174291
"sununu",1,1,174291
"musically",1,1,174291
"degenerating",1,1,174291
"contac",1,1,174291
"batman",1,1,174291
"formulated",1,1,174291
"kratz",1,1,174291
"redecorating",1,1,174291
"comforting",1,1,174291
"compiling",1,1,174291
"initiatives",1,1,174291
"hummingbirds",1,1,174291
"revamping",1,1,174291
"spheres",1,1,174291
"conceptualize",1,1,174291
"depreciated",1,1,174291
"mousse",1,1,174291
"espouse",1,1,174291
"morphine",1,1,174291
"channel's",1,1,174291
"branded",1,1,174291
"deteriorates",1,1,174291
"vulcans",1,1,174291
"camaro",1,1,174291
"tarnished",1,1,174291
"psychologist",1,1,174291
"outweigh",1,1,174291
"engine's",1,1,174291
"wrinkle",1,1,174291
"stunts",1,1,174291
"shorting",1,1,174291
"creek's",1,1,174291
"toxicity",1,1,174291
"england's",1,1,174291
"treacherous",1,1,174291
"elton",1,1,174291
"escalating",1,1,174291
"droughts",1,1,174291
"jer",1,1,174291
"mercado",1,1,174291
"multipurpose",1,1,174291
"jew",1,1,174291
"bleed",1,1,174291
"sync",1,1,174291
"prosecuted",1,1,174291
"addams",1,1,174291
"blowers",1,1,174291
"er's",1,1,174291
"escapement",1,1,174291
"marrying",1,1,174291
"omar",1,1,174291
"thiakol",1,1,174291
"invigorated",1,1,174291
"situated",1,1,174291
"bleep",1,1,174291
"killings",1,1,174291
"proconstitution",1,1,174291
"playtex",1,1,174291
"splurged",1,1,174291
"stairway",1,1,174291
"bagged",1,1,174291
"unworried",1,1,174291
"ammonia",1,1,174291
"glancing",1,1,174291
"miyata",1,1,174291
"defrays",1,1,174291
"designate",1,1,174291
"utilized",1,1,174291
"cutworm",1,1,174291
"hilltops",1,1,174291
"pistol's",1,1,174291
"reset",1,1,174291
"clairon",1,1,174291
"elicited",1,1,174291
"shorties",1,1,174291
"jimmy's",1,1,174291
"largent",1,1,174291
"syst",1,1,174291
"possums",1,1,174291
"antonio's",1,1,174291
"kiddie",1,1,174291
"shoe's",1,1,174291
"transforms",1,1,174291
"polling",1,1,174291
"devoured",1,1,174291
"victimless",1,1,174291
"pianist",1,1,174291
"footballs",1,1,174291
"skorts",1,1,174291
"glimpse",1,1,174291
"resin",1,1,174291
"additives",1,1,174291
"corrections",1,1,174291
"abnormality",1,1,174291
"varnished",1,1,174291
"terrify",1,1,174291
"macintyre",1,1,174291
"strangle",1,1,174291
"sidewalks",1,1,174291
"repoed",1,1,174291
"histor",1,1,174291
"roosevelt's",1,1,174291
"horrifyingly",1,1,174291
"arming",1,1,174291
"maroon",1,1,174291
"ruckner",1,1,174291
"arequipa",1,1,174291
"constricted",1,1,174291
"maceo",1,1,174291
"westminster",1,1,174291
"fixated",1,1,174291
"memorizing",1,1,174291
"metropolis",1,1,174291
"usually's",1,1,174291
"omni",1,1,174291
"snippy",1,1,174291
"compaq",1,1,174291
"traits",1,1,174291
"compan",1,1,174291
"homeland",1,1,174291
"intractable",1,1,174291
"salmonella",1,1,174291
"indicate",1,1,174291
"tasking",1,1,174291
"yankee's",1,1,174291
"paroe",1,1,174291
"applicant",1,1,174291
"kroger's",1,1,174291
"busted",1,1,174291
"introspective",1,1,174291
"jud",1,1,174291
"validity",1,1,174291
"jug",1,1,174291
"inordinate",1,1,174291
"performs",1,1,174291
"roomy",1,1,174291
"panicking",1,1,174291
"differentiate",1,1,174291
"cosigned",1,1,174291
"prospective",1,1,174291
"conser",1,1,174291
"searches",1,1,174291
"midsize",1,1,174291
"dishonest",1,1,174291
"defenses",1,1,174291
"immunization",1,1,174291
"vigorous",1,1,174291
"mouthy",1,1,174291
"tetons",1,1,174291
"dominantly",1,1,174291
"farmed",1,1,174291
"faceless",1,1,174291
"wronged",1,1,174291
"decor",1,1,174291
"candid",1,1,174291
"dayer",1,1,174291
"rotated",1,1,174291
"ruckus",1,1,174291
"disobey",1,1,174291
"rerun",1,1,174291
"rodolfo's",1,1,174291
"totalled",1,1,174291
"warrants",1,1,174291
"influencing",1,1,174291
"prejisim",1,1,174291
"eduardo",1,1,174291
"litigating",1,1,174291
"wildest",1,1,174291
"economize",1,1,174291
"straightens",1,1,174291
"judgement",1,1,174291
"markups",1,1,174291
"cardboards",1,1,174291
"embarked",1,1,174291
"expansionism",1,1,174291
"thorn",1,1,174291
"drips",1,1,174291
"antisocial",1,1,174291
"kale",1,1,174291
"disburse",1,1,174291
"sponsoring",1,1,174291
"expresses",1,1,174291
"stutters",1,1,174291
"poindexter",1,1,174291
"stepchild",1,1,174291
"waldwick",1,1,174291
"mortars",1,1,174291
"publication",1,1,174291
"restructured",1,1,174291
"criticisms",1,1,174291
"squeaked",1,1,174291
"preserve",1,1,174291
"shuts",1,1,174291
"jeopardize",1,1,174291
"ladonna",1,1,174291
"kane",1,1,174291
"drugstore",1,1,174291
"standoffish",1,1,174291
"restaurant's",1,1,174291
"relying",1,1,174291
"whataburger",1,1,174291
"squeaker",1,1,174291
"editions",1,1,174291
"fatalities",1,1,174291
"pulse",1,1,174291
"descriptive",1,1,174291
"hereditary",1,1,174291
"stumble",1,1,174291
"variedly",1,1,174291
"underhanded",1,1,174291
"respondent",1,1,174291
"pavers",1,1,174291
"bathtub",1,1,174291
"unduly",1,1,174291
"overflows",1,1,174291
"reunited",1,1,174291
"scent",1,1,174291
"loren",1,1,174291
"karl",1,1,174291
"portland's",1,1,174291
"transcribing",1,1,174291
"overthrew",1,1,174291
"northwestern",1,1,174291
"biologist",1,1,174291
"curtains",1,1,174291
"pyramids",1,1,174291
"inbreeding",1,1,174291
"detracts",1,1,174291
"audis",1,1,174291
"punctured",1,1,174291
"kate",1,1,174291
"cricket",1,1,174291
"bourguignonne",1,1,174291
"guiding",1,1,174291
"revelation",1,1,174291
"oftenly",1,1,174291
"reacts",1,1,174291
"bureaucratics",1,1,174291
"cripples",1,1,174291
"query",1,1,174291
"rainstorm",1,1,174291
"weeknights",1,1,174291
"buckner",1,1,174291
"sagar's",1,1,174291
"insists",1,1,174291
"raciness",1,1,174291
"beeping",1,1,174291
"egotistical",1,1,174291
"kip",1,1,174291
"kis",1,1,174291
"assists",1,1,174291
"overseen",1,1,174291
"perishable",1,1,174291
"advices",1,1,174291
"gullible",1,1,174291
"expedite",1,1,174291
"ballots",1,1,174291
"graphical",1,1,174291
"unjustly",1,1,174291
"folklore",1,1,174291
"rowing",1,1,174291
"biodegrade",1,1,174291
"rulers",1,1,174291
"timber",1,1,174291
"sprouts",1,1,174291
"ferrings",1,1,174291
"antibody",1,1,174291
"lending",1,1,174291
"molds",1,1,174291
"busting",1,1,174291
"biggies",1,1,174291
"provoked",1,1,174291
"habitats",1,1,174291
"wean",1,1,174291
"paren",1,1,174291
"announcing",1,1,174291
"lear",1,1,174291
"kni",1,1,174291
"entrapment",1,1,174291
"speeded",1,1,174291
"sunlight",1,1,174291
"dealer's",1,1,174291
"goldberg",1,1,174291
"aquariums",1,1,174291
"lucas",1,1,174291
"penny's",1,1,174291
"adirondack",1,1,174291
"pastrami",1,1,174291
"padres",1,1,174291
"crashes",1,1,174291
"prekindergarten",1,1,174291
"thumbnail",1,1,174291
"purdis",1,1,174291
"maitre",1,1,174291
"unusable",1,1,174291
"politicalness",1,1,174291
"compliments",1,1,174291
"corresponding",1,1,174291
"pitching's",1,1,174291
"autobiographies",1,1,174291
"unfocussed",1,1,174291
"morning's",1,1,174291
"phosphorous",1,1,174291
"lion's",1,1,174291
"stephen's",1,1,174291
"supervisor's",1,1,174291
"wedded",1,1,174291
"downey",1,1,174291
"southerly",1,1,174291
"latino",1,1,174291
"irritable",1,1,174291
"eaves",1,1,174291
"extracts",1,1,174291
"recliner",1,1,174291
"overdo",1,1,174291
"stackhouse",1,1,174291
"southerners",1,1,174291
"licks",1,1,174291
"patients'",1,1,174291
"being's",1,1,174291
"resigned",1,1,174291
"mainframes",1,1,174291
"benches",1,1,174291
"lafferty",1,1,174291
"stature",1,1,174291
"dayers",1,1,174291
"illegitimate",1,1,174291
"acknowledgeable",1,1,174291
"myneer",1,1,174291
"anchoring",1,1,174291
"prances",1,1,174291
"disap",1,1,174291
"provocation",1,1,174291
"bondage",1,1,174291
"export",1,1,174291
"haywood",1,1,174291
"athlete's",1,1,174291
"piranha",1,1,174291
"quixote",1,1,174291
"stepdaughters",1,1,174291
"watermelons",1,1,174291
"grandparent",1,1,174291
"saturday's",1,1,174291
"elasticity",1,1,174291
"leno",1,1,174291
"lens",1,1,174291
"discs",1,1,174291
"memberships",1,1,174291
"flown",1,1,174291
"purged",1,1,174291
"nonfixed",1,1,174291
"ticker",1,1,174291
"floyd",1,1,174291
"citation",1,1,174291
"approval",1,1,174291
"cartilage",1,1,174291
"expose",1,1,174291
"weld",1,1,174291
"filets",1,1,174291
"'ud",1,1,174291
"spooked",1,1,174291
"airless",1,1,174291
"fearing",1,1,174291
"docks",1,1,174291
"fierce",1,1,174291
"apostle",1,1,174291
"sweepstakes",1,1,174291
"quinn",1,1,174291
"seafood's",1,1,174291
"coolant",1,1,174291
"legislatures",1,1,174291
"enlightenment",1,1,174291
"fuck",1,1,174291
"aero",1,1,174291
"driveability",1,1,174291
"acquiring",1,1,174291
"hugely",1,1,174291
"lovey",1,1,174291
"incas",1,1,174291
"feinstein",1,1,174291
"utilizations",1,1,174291
"problem's",1,1,174291
"outdoorsman",1,1,174291
"stimulations",1,1,174291
"justices",1,1,174291
"quad",1,1,174291
"spaniards",1,1,174291
"shorthair",1,1,174291
"spoof",1,1,174291
"bugged",1,1,174291
"celicas",1,1,174291
"defective",1,1,174291
"grisly",1,1,174291
"financials",1,1,174291
"coins",1,1,174291
"advan",1,1,174291
"thirsty",1,1,174291
"semifortunate",1,1,174291
"rougher",1,1,174291
"overdeveloped",1,1,174291
"breadwinner",1,1,174291
"misclassed",1,1,174291
"hastily",1,1,174291
"chinatown",1,1,174291
"sperry's",1,1,174291
"quirk",1,1,174291
"sensationalism",1,1,174291
"lamar",1,1,174291
"hayloft",1,1,174291
"uncourteous",1,1,174291
"manipulations",1,1,174291
"deductor",1,1,174291
"mayans",1,1,174291
"cole's",1,1,174291
"saliva",1,1,174291
"gander",1,1,174291
"funnest",1,1,174291
"flops",1,1,174291
"janitor",1,1,174291
"trapper's",1,1,174291
"lev",1,1,174291
"fourcade",1,1,174291
"regretted",1,1,174291
"syphon",1,1,174291
"baller",1,1,174291
"lotteries",1,1,174291
"rendered",1,1,174291
"jewels",1,1,174291
"bawled",1,1,174291
"sidetracked",1,1,174291
"wandered",1,1,174291
"muslim",1,1,174291
"steamers",1,1,174291
"nonpolitical",1,1,174291
"quiz",1,1,174291
"consolidate",1,1,174291
"synthetics",1,1,174291
"porked",1,1,174291
"erga",1,1,174291
"moods",1,1,174291
"nonsalary",1,1,174291
"jungles",1,1,174291
"there've",1,1,174291
"libya",1,1,174291
"admitting",1,1,174291
"quik",1,1,174291
"mcintire",1,1,174291
"chevron",1,1,174291
"imperialism",1,1,174291
"circulates",1,1,174291
"nixon",1,1,174291
"lic",1,1,174291
"lif",1,1,174291
"lin",1,1,174291
"detergent",1,1,174291
"detroit's",1,1,174291
"preys",1,1,174291
"pilaf",1,1,174291
"verbal",1,1,174291
"misspending",1,1,174291
"eightee",1,1,174291
"bandwagon",1,1,174291
"nursed",1,1,174291
"backdraft",1,1,174291
"monasteries",1,1,174291
"soured",1,1,174291
"sable",1,1,174291
"entertainment's",1,1,174291
"consumables",1,1,174291
"wyatt's",1,1,174291
"amtrak",1,1,174291
"clea",1,1,174291
"flaunt",1,1,174291
"emblems",1,1,174291
"sourer",1,1,174291
"spared",1,1,174291
"merle",1,1,174291
"cleo",1,1,174291
"funn",1,1,174291
"doke",1,1,174291
"washes",1,1,174291
"spock",1,1,174291
"unselfish",1,1,174291
"golly!",1,1,174291
"deputy",1,1,174291
"taxable",1,1,174291
"boondocks",1,1,174291
"relics",1,1,174291
"preventive",1,1,174291
"visitations",1,1,174291
"afar",1,1,174291
"outboard",1,1,174291
"loa",1,1,174291
"paula",1,1,174291
"computed",1,1,174291
"angela",1,1,174291
"translator",1,1,174291
"angelo",1,1,174291
"five's",1,1,174291
"lox",1,1,174291
"tumble",1,1,174291
"inboard",1,1,174291
"lufkin",1,1,174291
"fuss",1,1,174291
"aides",1,1,174291
"orphan",1,1,174291
"bagga",1,1,174291
"promotions",1,1,174291
"clicker",1,1,174291
"crushing",1,1,174291
"nutrient",1,1,174291
"alliance",1,1,174291
"omniscient",1,1,174291
"interesti",1,1,174291
"strikers",1,1,174291
"delinquents",1,1,174291
"barbecueing",1,1,174291
"sparks",1,1,174291
"shriveled",1,1,174291
"rigamarole",1,1,174291
"correlate",1,1,174291
"westerner",1,1,174291
"mafia",1,1,174291
"outcry",1,1,174291
"reschedule",1,1,174291
"breezes",1,1,174291
"expediting",1,1,174291
"shredding",1,1,174291
"intravenous",1,1,174291
"radios",1,1,174291
"inconspicuous",1,1,174291
"elvis",1,1,174291
"fooled",1,1,174291
"overmedicating",1,1,174291
"zoos",1,1,174291
"nicaraguan",1,1,174291
"statues",1,1,174291
"villages",1,1,174291
"bookkeeper",1,1,174291
"flagship",1,1,174291
"storybooks",1,1,174291
"cooperated",1,1,174291
"bailiffs",1,1,174291
"coffers",1,1,174291
"reclamation",1,1,174291
"barbados",1,1,174291
"booby",1,1,174291
"snowmen",1,1,174291
"coincidently",1,1,174291
"fiery",1,1,174291
"mattresses",1,1,174291
"compassion",1,1,174291
"impulsive",1,1,174291
"preca",1,1,174291
"conquistadors",1,1,174291
"milo",1,1,174291
"clog",1,1,174291
"unconcealed",1,1,174291
"dosa",1,1,174291
"oceans",1,1,174291
"reverting",1,1,174291
"yourselfer",1,1,174291
"dory",1,1,174291
"annuity",1,1,174291
"mint",1,1,174291
"dove",1,1,174291
"dots",1,1,174291
"lockers",1,1,174291
"booey",1,1,174291
"fiero",1,1,174291
"groupings",1,1,174291
"tablecloths",1,1,174291
"dirtier",1,1,174291
"fuzz",1,1,174291
"launching",1,1,174291
"freckly",1,1,174291
"spock's",1,1,174291
"nincompoops",1,1,174291
"fortitude",1,1,174291
"sweeper",1,1,174291
"alterations",1,1,174291
"soluble",1,1,174291
"project's",1,1,174291
"greets",1,1,174291
"brainwashing",1,1,174291
"divisive",1,1,174291
"impossibility",1,1,174291
"needles",1,1,174291
"dispensed",1,1,174291
"minister's",1,1,174291
"bidder",1,1,174291
"thuringiansis",1,1,174291
"savants",1,1,174291
"blesses",1,1,174291
"nonfeeling",1,1,174291
"retry",1,1,174291
"beret",1,1,174291
"transplanted",1,1,174291
"heartburn",1,1,174291
"unconditionally",1,1,174291
"blackberry",1,1,174291
"fiend",1,1,174291
"faction",1,1,174291
"recommends",1,1,174291
"burdening",1,1,174291
"frigid",1,1,174291
"necess",1,1,174291
